# class histogram
 169  StaticMeshActor
   6  BronzeTorch
   4  RecastNavMesh
   1  BP_FPS_DayNightManager_C
   1  PlayerStart
   1  NavMeshBoundsVolume
   1  ColdSteelFountain

# actors
BP_FPS_DayNightManager | BP_FPS_DayNightManager_C | 0,0,0 |
RomanFence_Voxel_40_g00_l0_03 | StaticMeshActor | 570,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g00_l1_00 | StaticMeshActor | 510,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g00_l1_01 | StaticMeshActor | 530,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g00_l1_02 | StaticMeshActor | 550,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g00_l1_03 | StaticMeshActor | 570,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_00 | StaticMeshActor | 630,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_01 | StaticMeshActor | 650,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_02 | StaticMeshActor | 670,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_03 | StaticMeshActor | 690,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_04 | StaticMeshActor | 710,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_05 | StaticMeshActor | 730,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_06 | StaticMeshActor | 750,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l0_07 | StaticMeshActor | 770,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_00 | StaticMeshActor | 630,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_01 | StaticMeshActor | 650,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_02 | StaticMeshActor | 670,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_03 | StaticMeshActor | 690,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_04 | StaticMeshActor | 710,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_05 | StaticMeshActor | 730,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_06 | StaticMeshActor | 750,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g01_l1_07 | StaticMeshActor | 770,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_00 | StaticMeshActor | 830,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_01 | StaticMeshActor | 850,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_02 | StaticMeshActor | 870,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_03 | StaticMeshActor | 890,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_04 | StaticMeshActor | 910,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_05 | StaticMeshActor | 930,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_06 | StaticMeshActor | 950,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l0_07 | StaticMeshActor | 970,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_00 | StaticMeshActor | 830,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_01 | StaticMeshActor | 850,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_02 | StaticMeshActor | 870,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_03 | StaticMeshActor | 890,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_04 | StaticMeshActor | 910,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_05 | StaticMeshActor | 930,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_06 | StaticMeshActor | 950,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g02_l1_07 | StaticMeshActor | 970,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_00 | StaticMeshActor | 1030,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_01 | StaticMeshActor | 1050,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_02 | StaticMeshActor | 1070,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_03 | StaticMeshActor | 1090,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_04 | StaticMeshActor | 1110,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_05 | StaticMeshActor | 1130,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_06 | StaticMeshActor | 1150,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l0_07 | StaticMeshActor | 1170,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_00 | StaticMeshActor | 1030,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_01 | StaticMeshActor | 1050,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_02 | StaticMeshActor | 1070,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_03 | StaticMeshActor | 1090,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_04 | StaticMeshActor | 1110,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_05 | StaticMeshActor | 1130,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_06 | StaticMeshActor | 1150,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g03_l1_07 | StaticMeshActor | 1170,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_00 | StaticMeshActor | 1230,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_01 | StaticMeshActor | 1250,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_02 | StaticMeshActor | 1270,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_03 | StaticMeshActor | 1290,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_04 | StaticMeshActor | 1310,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_05 | StaticMeshActor | 1330,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_06 | StaticMeshActor | 1350,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l0_07 | StaticMeshActor | 1370,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_00 | StaticMeshActor | 1230,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_01 | StaticMeshActor | 1250,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_02 | StaticMeshActor | 1270,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_03 | StaticMeshActor | 1290,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_04 | StaticMeshActor | 1310,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_05 | StaticMeshActor | 1330,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_06 | StaticMeshActor | 1350,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g04_l1_07 | StaticMeshActor | 1370,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_00 | StaticMeshActor | 1430,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_01 | StaticMeshActor | 1450,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_02 | StaticMeshActor | 1470,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_03 | StaticMeshActor | 1490,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_04 | StaticMeshActor | 1510,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_05 | StaticMeshActor | 1530,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_06 | StaticMeshActor | 1550,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l0_07 | StaticMeshActor | 1570,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_00 | StaticMeshActor | 1430,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_01 | StaticMeshActor | 1450,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_02 | StaticMeshActor | 1470,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_03 | StaticMeshActor | 1490,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_04 | StaticMeshActor | 1510,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_05 | StaticMeshActor | 1530,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_06 | StaticMeshActor | 1550,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g05_l1_07 | StaticMeshActor | 1570,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_00 | StaticMeshActor | 1630,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_01 | StaticMeshActor | 1650,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_02 | StaticMeshActor | 1670,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_03 | StaticMeshActor | 1690,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_04 | StaticMeshActor | 1710,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_05 | StaticMeshActor | 1730,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_06 | StaticMeshActor | 1750,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l0_07 | StaticMeshActor | 1770,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_00 | StaticMeshActor | 1630,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_01 | StaticMeshActor | 1650,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_02 | StaticMeshActor | 1670,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_03 | StaticMeshActor | 1690,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_04 | StaticMeshActor | 1710,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_05 | StaticMeshActor | 1730,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_06 | StaticMeshActor | 1750,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g06_l1_07 | StaticMeshActor | 1770,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_00 | StaticMeshActor | 1830,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_01 | StaticMeshActor | 1850,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_02 | StaticMeshActor | 1870,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_03 | StaticMeshActor | 1890,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_04 | StaticMeshActor | 1910,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_05 | StaticMeshActor | 1930,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_06 | StaticMeshActor | 1950,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l0_07 | StaticMeshActor | 1970,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_00 | StaticMeshActor | 1830,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_01 | StaticMeshActor | 1850,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_02 | StaticMeshActor | 1870,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_03 | StaticMeshActor | 1890,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_04 | StaticMeshActor | 1910,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_05 | StaticMeshActor | 1930,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_06 | StaticMeshActor | 1950,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g07_l1_07 | StaticMeshActor | 1970,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g08_l0_00 | StaticMeshActor | 2030,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g08_l0_01 | StaticMeshActor | 2050,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g08_l0_02 | StaticMeshActor | 2070,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g08_l0_03 | StaticMeshActor | 2090,930,30 | ENGINE:Cube
RomanFence_Voxel_40_g08_l1_00 | StaticMeshActor | 2030,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g08_l1_01 | StaticMeshActor | 2050,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g08_l1_02 | StaticMeshActor | 2070,930,50 | ENGINE:Cube
RomanFence_Voxel_40_g08_l1_03 | StaticMeshActor | 2090,930,50 | ENGINE:Cube
RomanFountain1 | ColdSteelFountain | 1350,-1550,0 |
RomanPavilion2_Arch | StaticMeshActor | 1350,-400,280 | RomanColumn20260915/SM_RomanPavilionArch_20
RomanPavilion2_Base | StaticMeshActor | 1350,-400,0 | RomanColumn20260915/SM_RomanPavilionBase_20
RomanPavilion2_Column_01 | StaticMeshActor | 1710,-400,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_02 | StaticMeshActor | 1641,-188,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_03 | StaticMeshActor | 1461,-58,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_04 | StaticMeshActor | 1239,-58,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_05 | StaticMeshActor | 1059,-188,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_06 | StaticMeshActor | 990,-400,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_07 | StaticMeshActor | 1059,-612,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_08 | StaticMeshActor | 1239,-742,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_09 | StaticMeshActor | 1461,-742,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Column_10 | StaticMeshActor | 1641,-612,20 | RomanColumn20260915/SM_RomanColumn_Round_20
RomanPavilion2_Dome | StaticMeshActor | 1350,-400,360 | RomanColumn20260915/SM_RomanPavilionDome_20
StairWalk_Step_01 | StaticMeshActor | 1060,270,10 | ENGINE:Cube
StaticMeshActor | StaticMeshActor | 400,300,0 |
